Player;Squad;Nation;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xAG;Gls/90;G-PK/90;Ast/90;xG/90;xAG/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xAG;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Clr/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;xA/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90;MP_Squad
Dani Rodríguez;Mallorca;ESP;MF;34;35;2100;3;3;6;2.4;3.2;0.13;0.13;0.26;0.1;0.14;La Liga;25;1.07;0.43;78.4;89.1;80.1;62.3;2.8;0.66;0.89;0.6;1.8;0.4;27.14;0.8;50.9;2.31;0.43;22.9;1.23;31.6;0;0;0;0;0;0;0.0;0;0.0;0.0;3.33;0.6000000000000001;15.34;19.57;8.86;4.37;1.37;240.09;62.63;0.07;0.74;1.43;0.54;0.06;2.17;0.9;3.8;1.4;0.94;0.31;-29.200000000000003;-0.8;38
Leonardo Román;Mallorca;ESP;GK;22;1;90;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;69.0;100.0;100.0;45.8;0.0;0.0;0.0;0.0;0.0;0.0;45.0;0.0;0;0.00;0.00;0;3.00;1.1;0;0.1;0.03;+0.1;0;0.00;100.0;100.0;4.0;0.0;0.0;0.0;29.0;42.0;6.0;12.0;11.0;846.0;648.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1;4.0;0.0;0.0;0.0;-1.1;-1.1;38
Franco Russo;Mallorca;ARG;DF;27;3;145;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;76.7;73.9;91.7;53.8;0.0;0.33;1.67;1.0;1.67;1.67;26.0;0.0;0;0.00;0.00;60.0;1.00;2.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;15.33;20.0;5.67;7.33;2.33;319.0;148.33;0.0;0.0;1.33;0.0;0.0;0.33;0.73;4.0;0.0;0.67;1.0;-2.2;-0.73;38
Antonio Sánchez;Mallorca;ESP;MF,DF;25;32;1076;0;0;0;0.6;0.8;0.0;0.0;0.0;0.05;0.07;La Liga;12;1.00;0.42;69.8;83.0;78.2;47.8;-0.8;0.25;0.56;0.69;1.28;0.44;18.81;0.38;46.2;1.51;0.00;30.4;1.28;14.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;9.75;13.97;4.56;3.81;1.03;168.81;41.06;0.03;0.19;0.75;0.19;0.12;1.06;0.45;3.0;0.81;0.47;0.22;-13.8;-0.4;38
Martin Valjent;Mallorca;SVK;DF;26;30;2656;0;0;0;0.3;0.4;0.0;0.0;0.0;0.01;0.01;La Liga;6;0.20;0.07;78.8;92.3;84.7;49.3;-0.4;0.9;1.3;0.97;2.13;4.57;46.83;0.0;0.0;0.20;0.07;54.0;1.40;36.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;29.5;37.43;11.97;13.8;3.5;565.4;245.0;0.01;0.1;1.97;0.17;0.07;1.9;1.21;3.8;1.1;0.37;1.13;-36.1;-1.2;38
Ricard Artero;Girona;ESP;MF,FW;19;7;133;0;0;0;0.5;0.0;0.0;0.0;0.0;0.35;0.0;La Liga;4;2.71;0.68;78.7;87.5;83.3;50.0;0.0;0.43;0.29;0.14;0.57;0.43;9.71;0.43;75.0;0.68;0.00;50.0;2.00;3.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;5.29;6.71;4.0;0.71;0.14;61.57;12.14;0.01;0.0;0.29;0.0;0.0;0.43;0.43;1.14;0.29;0.14;0.29;-2.5;-0.08000000000000002;38
Santiago Bueno;Girona;URU;DF;23;34;3010;0;0;1;1.3;1.1;0.0;0.0;0.03;0.04;0.03;La Liga;13;0.39;0.09;86.5;91.4;93.1;62.0;-0.1;1.12;1.0;0.91;2.76;3.09;61.71;0.06;50.0;0.72;0.12;64.3;1.44;46.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.3;46.35;53.62;14.97;25.74;5.09;915.91;313.18;0.02;0.26;4.35;0.15;0.03;4.35;1.35;4.24;1.09;1.0;2.18;-44.7;-1.31;38
Alexander Callens;Girona;PER;DF;30;6;120;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;83.9;87.5;80.9;50.0;0.0;0.5;0.5;0.17;0.67;1.5;18.5;0.0;0;0.75;0.00;0.0;1.83;2.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;13.0;15.5;5.83;6.33;0.17;201.0;84.17;0.0;0.0;0.83;0.17;0.0;1.0;0.35;1.5;0.5;0.17;0.0;-2.1;-0.35;38
Juan Carlos;Girona;ESP;GK;34;10;900;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;84.7;98.1;96.6;59.5;0.0;0.0;0.0;0.1;0.1;0.7;35.6;0.0;0;0.00;0.00;100.0;0.80;12.9;0;16.7;0.35;-1.3;18;1.80;62.8;0.0;4.3;2.39;0.0;0.0;28.8;34.0;5.2;17.0;6.6;716.0;463.5;0.0;0.0;0.1;0.0;0.0;0.0;1.29;1.6;0.0;0.0;0.1;-12.9;-1.29;38
Valentín Castellanos;Girona;ARG;FW;23;35;2597;13;12;0;11.0;1.7;0.45;0.42;0.0;0.38;0.06;La Liga;85;2.95;1.11;61.5;72.0;59.2;70.6;-1.7;0.14;0.63;0.17;0.51;0.74;19.2;0.4;32.6;1.42;0.17;42.1;1.29;38.6;0;0;0;0;0;0;0.0;0;0.0;0.0;2.67;2.0;6.97;11.34;4.11;2.11;0.34;95.57;20.11;0.07;0.43;0.49;0.46;0.03;0.97;1.1;1.6;1.23;1.31;1.46;-27.6;-0.7200000000000001;38
Yan Couto;Girona;BRA;DF,MF;20;25;1158;1;1;2;0.5;2.4;0.08;0.08;0.16;0.04;0.19;La Liga;8;0.62;0.08;74.2;87.4;74.5;53.4;-0.4;0.72;0.28;0.2;1.2;0.4;29.36;1.12;46.7;3.50;0.31;12.5;1.12;16.7;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.5;17.76;23.92;9.16;6.32;1.56;288.84;86.8;0.08;0.76;1.32;0.8;0.44;2.2;0.67;3.12;0.48;0.6;0.04;-16.2;-0.63;38
Bernardo Espinosa;Girona;COL;DF;33;20;1225;1;1;1;1.2;0.0;0.07;0.07;0.07;0.09;0.0;La Liga;11;0.81;0.37;88.9;91.6;94.1;56.5;1.0;0.1;0.85;0.6;0.9;3.5;52.35;0.15;75.0;0.66;0.15;65.4;1.05;22.5;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;-0.19999999999999996;40.6;45.65;13.7;24.1;2.6;756.85;283.55;0.01;0.05;1.5;0.0;0.0;1.8;1.12;3.3;0.6;0.5;2.65;-21.3;-1.03;38
Aleix García;Girona;ESP;MF;25;30;2337;1;1;5;1.8;6.1;0.04;0.04;0.19;0.07;0.23;La Liga;32;1.23;0.54;82.7;93.1;87.9;60.1;-1.1;0.67;0.8;1.03;2.27;1.17;62.23;0.43;50.0;4.82;0.62;68.4;1.13;32.5;0;0;0;0;0;0;0.0;0;0.0;0.0;14.0;-0.8;45.67;55.23;22.03;15.7;6.07;817.17;257.93;0.2;2.13;5.13;0.77;0.33;5.2;1.08;4.4;0.47;0.97;0.43;-30.7;-1.01;38
Borja García;Girona;ESP;MF,FW;31;11;679;1;1;0;0.7;0.6;0.13;0.13;0.0;0.09;0.08;La Liga;8;1.06;0.40;77.2;90.0;79.1;35.7;-0.6;0.36;0.27;0.45;1.36;0.55;31.55;0.55;42.9;2.26;0.27;46.2;1.55;11.2;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.30000000000000004;19.73;25.55;11.45;6.55;0.91;283.0;77.91;0.03;0.45;2.27;0.64;0.0;3.55;1.02;3.0;0.36;1.82;0.55;-10.5;-0.93;38
Paulo Gazzaniga;Girona;ARG;GK;30;28;2520;0;0;0;0.0;0.2;0.0;0.0;0.0;0.0;0.01;La Liga;0;0.00;0.00;73.2;100.0;97.2;46.1;-0.2;0.0;0.0;0.04;0.04;0.32;40.71;0.04;100.0;0.07;0.00;100.0;1.46;42.1;0;45.3;0.33;+8.3;37;1.32;73.6;14.3;4.46;3.38;0.0;0.0;27.96;38.21;7.18;12.46;8.25;758.57;561.0;0.0;0.04;0.75;0.0;0.0;0.0;1.5;1.29;0.0;0.21;0.14;-42.1;-1.5;38
Miguel Gutiérrez;Girona;ESP;DF;21;34;2390;2;2;3;0.8;3.3;0.08;0.08;0.11;0.03;0.12;La Liga;17;0.64;0.15;81.5;91.6;82.0;54.3;-0.3;0.68;0.68;0.53;1.74;1.24;47.88;1.03;46.7;2.07;0.30;36.0;1.24;34.5;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;1.2;33.24;40.76;18.56;11.91;2.06;522.06;154.85;0.09;0.65;2.71;0.85;0.47;3.68;1.01;4.62;0.68;0.71;0.26;-33.7;-0.98;38
Yangel Herrera;Girona;VEN;MF,FW;24;20;963;2;2;2;2.3;1.0;0.19;0.19;0.19;0.22;0.1;La Liga;24;2.24;0.75;79.4;90.3;81.3;54.5;1.0;0.45;0.7;0.2;1.5;0.6;27.8;0.6;52.2;1.96;0.28;36.7;1.00;17.6;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.2999999999999998;16.6;20.9;9.3;5.45;1.2;248.5;63.1;0.05;0.55;1.55;0.5;0.1;2.3;0.88;2.25;1.7;1.1;0.9;-15.3;-0.66;38
Javi;Girona;ESP;DF;24;25;1116;1;1;2;1.3;0.9;0.08;0.08;0.16;0.1;0.07;La Liga;16;1.29;0.48;82.0;87.3;87.6;63.3;1.1;0.48;0.4;0.28;1.12;1.52;34.8;0.44;68.8;1.94;0.24;50.0;1.60;19.7;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.30000000000000004;24.52;29.92;13.2;9.08;1.52;390.32;159.16;0.02;0.32;2.24;0.36;0.16;3.12;0.79;2.68;0.36;0.84;0.4;-18.4;-0.6900000000000001;38
Juanpe;Girona;ESP;DF;31;19;1426;1;1;0;0.5;0.2;0.06;0.06;0.0;0.03;0.01;La Liga;5;0.32;0.06;85.5;93.6;91.8;61.2;-0.2;0.58;0.63;0.53;1.53;3.16;52.21;0.05;100.0;0.95;0.00;66.7;1.21;24.0;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.5;39.63;46.37;12.32;22.53;4.47;775.05;292.74;0.02;0.16;1.68;0.05;0.0;2.0;1.26;3.11;0.58;0.11;0.95;-23.5;-1.23;38
David López;Girona;ESP;DF;32;20;1652;3;3;1;1.5;0.6;0.16;0.16;0.05;0.08;0.03;La Liga;11;0.60;0.44;89.9;93.3;95.3;63.7;0.4;0.9;1.45;0.7;2.25;3.2;68.95;0.3;100.0;0.60;0.11;47.5;1.15;25.7;0;0;0;0;0;0;0.0;0;0.0;0.0;2.67;1.5;54.1;60.15;18.65;30.35;4.65;1026.1;380.3;0.03;0.4;2.85;0.05;0.0;2.7;1.28;5.3;0.8;0.8;1.45;-24.2;-1.2;38
Iván Martín;Girona;ESP;MF;23;24;1586;3;3;3;2.4;2.2;0.17;0.17;0.17;0.14;0.13;La Liga;18;1.02;0.45;84.1;90.4;84.9;72.5;0.8;0.29;0.5;0.38;0.75;0.5;34.25;1.08;54.2;1.93;0.34;42.9;1.63;26.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.67;0.6000000000000001;23.54;28.0;13.79;7.5;1.21;333.58;73.5;0.09;0.71;1.58;0.71;0.25;2.33;1.1;3.38;0.75;0.54;0.5;-23.900000000000002;-0.9600000000000001;38
Arnau Martinez;Girona;ESP;DF;19;33;2732;3;3;4;1.9;4.3;0.1;0.1;0.13;0.06;0.14;La Liga;20;0.66;0.10;81.5;91.1;84.1;50.9;-0.3;1.36;1.33;0.76;2.85;1.64;57.64;0.73;50.0;2.47;0.30;56.1;1.18;45.9;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;1.1;39.48;48.45;22.58;13.58;2.48;603.03;213.15;0.1;1.21;2.42;0.85;0.55;3.42;1.39;5.18;1.09;2.0;0.97;-44.0;-1.3299999999999998;38
Reinier;Girona;BRA;MF,FW;20;18;647;2;2;1;1.3;0.6;0.28;0.28;0.14;0.17;0.08;La Liga;10;1.39;0.56;79.8;86.5;82.7;33.3;0.4;0.56;0.33;0.28;0.94;0.22;18.28;0.5;52.9;2.64;0.28;33.3;1.37;11.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.7;11.0;13.78;7.11;3.44;0.17;146.78;36.89;0.04;0.39;0.61;0.44;0.0;1.39;0.63;1.61;0.22;0.83;0.33;-10.1;-0.45999999999999996;38
Rodrigo Riquelme;Girona;ESP;MF,FW;22;34;2179;4;4;4;4.0;3.6;0.17;0.17;0.17;0.17;0.15;La Liga;56;2.31;0.91;69.5;81.7;70.4;37.7;0.4;0.24;0.47;0.32;0.91;0.15;30.03;1.68;39.9;2.85;0.37;40.9;1.32;39.4;0;0;0;0;0;0;0.0;0;0.0;0.0;5.5;0.0;14.62;21.03;8.41;4.76;0.76;213.97;66.5;0.11;0.97;1.24;0.82;0.21;2.5;1.16;3.26;0.79;1.06;0.26;-35.4;-0.9899999999999999;38
Joel Roca;Girona;ESP;MF,FW;17;5;84;0;0;0;0.3;0.0;0.0;0.0;0.0;0.27;0.04;La Liga;4;4.29;2.14;76.9;76.7;83.3;66.7;0.0;0.4;0.2;0.0;0.4;0.2;13.8;1.0;35.7;5.29;0.00;0;0.20;1.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;6.0;7.8;4.6;1.0;0.4;81.4;11.6;0.0;0.2;0.0;0.0;0.0;0.0;0.2;1.0;0.4;1.0;0.0;-0.7;0.07;38
Oriol Romeu;Girona;ESP;MF;30;33;2950;2;2;0;1.8;0.9;0.06;0.06;0.0;0.05;0.03;La Liga;24;0.73;0.15;86.4;92.2;90.5;65.8;-0.9;1.15;1.45;1.12;3.24;1.64;59.15;0.61;83.3;1.71;0.09;45.9;1.36;46.7;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.19999999999999996;42.58;49.27;19.42;17.97;3.73;731.03;197.33;0.04;0.61;3.76;0.48;0.09;4.03;1.42;5.91;1.79;1.0;1.18;-44.900000000000006;-1.3699999999999999;38
Samuel Sáiz;Girona;ESP;MF;31;8;240;2;0;0;1.7;0.2;0.75;0.0;0.0;0.64;0.08;La Liga;2;0.75;0.37;75.3;86.6;78.3;66.7;-0.2;0.25;0.38;0.0;0.25;0.12;24.0;0.5;40.0;2.23;0.00;40.0;1.13;4.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.30000000000000004;15.25;20.25;8.88;4.5;1.25;237.88;59.5;0.04;0.38;1.62;0.88;0.25;2.12;0.55;1.88;0.38;0.5;0.25;-2.7;0.08999999999999997;38
Cristhian Stuani;Girona;URU;FW;35;32;1090;9;4;0;9.7;1.3;0.74;0.33;0.0;0.8;0.1;La Liga;29;2.39;1.24;72.6;83.2;56.8;71.4;-1.3;0.19;0.31;0.06;0.47;0.16;8.78;0.0;0.0;1.48;0.08;46.7;1.31;17.2;0;0;0;0;0;0;0.0;0;0.0;0.0;3.75;-0.6999999999999993;3.81;5.25;2.47;0.78;0.16;45.75;4.12;0.04;0.22;0.19;0.09;0.0;0.31;0.54;0.81;1.22;0.72;0.66;-7.5;0.26;38
Ramón Terrats;Girona;ESP;MF;21;8;212;0;0;0;0.2;0.0;0.0;0.0;0.0;0.08;0.02;La Liga;4;1.70;0.00;80.2;91.7;74.2;80.0;0.0;0.25;0.75;0.38;0.88;0.38;16.12;0.25;40.0;1.27;0.00;0.0;1.63;3.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;9.62;12.0;5.5;2.88;1.0;152.0;36.25;0.0;0.12;0.62;0.12;0.0;0.75;0.41;1.12;0.38;0.38;0.0;-3.0999999999999996;-0.32999999999999996;38
Viktor Tsyhankov;Girona;UKR;MF;24;19;1489;3;3;6;2.8;2.9;0.18;0.18;0.36;0.17;0.17;La Liga;19;1.15;0.54;69.6;80.6;67.1;62.0;3.1;0.42;0.68;0.37;0.79;0.63;38.79;0.89;54.8;3.93;0.48;35.0;1.47;25.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.20000000000000018;22.79;32.74;13.53;5.68;2.58;349.89;98.53;0.16;1.89;1.11;0.84;0.11;2.42;1.32;3.68;0.42;1.11;0.37;-22.3;-1.1500000000000001;38
Oscar Ureña;Girona;ESP;MF;19;3;100;0;0;0;0.2;0.0;0.0;0.0;0.0;0.16;0.0;La Liga;1;0.90;0.90;68.2;70.0;100.0;0.0;0.0;0.67;0.67;0.33;1.67;0.0;13.67;1.33;80.0;1.80;0.00;0.0;0.00;1.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;5.0;7.33;2.33;2.0;0.0;64.0;6.33;0.0;0.0;0.33;0.0;0.0;0.33;0.57;1.0;0.67;0.33;0.0;-1.5;-0.4099999999999999;38
Valery;Girona;ESP;MF,DF;22;25;967;0;0;2;0.7;1.2;0.0;0.0;0.19;0.07;0.11;La Liga;7;0.65;0.00;82.9;90.8;78.9;83.3;0.8;0.24;0.32;0.4;0.88;0.36;18.44;0.52;48.1;2.70;0.37;66.7;1.24;18.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;11.8;14.24;7.48;3.0;0.8;165.72;33.2;0.03;0.72;0.48;0.32;0.08;0.8;0.72;1.96;0.24;0.64;0.4;-17.400000000000002;-0.6499999999999999;38
Manu Vallejo;Girona;ESP;FW,MF;25;7;206;0;0;1;0.0;0.3;0.0;0.0;0.44;0.01;0.12;La Liga;1;0.44;0.44;76.4;82.0;75.9;80.0;0.7;0.14;0.29;0.14;0.71;0.43;15.71;0.14;25.0;4.37;1.75;0.0;0.86;2.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;9.71;12.71;5.86;3.14;0.57;147.0;33.14;0.04;0.43;1.14;0.43;0.14;1.43;0.36;1.14;0.14;0.86;0.0;-2.5;-0.35;38
Toni Villa;Girona;ESP;MF,FW;27;24;895;1;1;3;1.0;1.6;0.1;0.1;0.3;0.1;0.16;La Liga;17;1.71;0.30;76.7;89.0;76.2;47.8;1.4;0.75;0.33;0.33;1.38;0.12;20.25;1.0;33.8;3.92;0.70;16.7;1.33;10.6;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.0;10.71;13.96;6.38;3.33;0.46;151.08;48.67;0.05;0.58;0.88;0.33;0.21;1.58;0.44;2.17;0.5;0.75;0.04;-9.6;-0.33999999999999997;38
Ezequiel Ávila;Osasuna;ARG;FW,MF;28;29;1709;8;6;2;6.7;1.7;0.42;0.32;0.11;0.35;0.09;La Liga;64;3.37;1.11;54.6;70.8;57.6;44.6;0.3;0.17;0.41;0.28;0.55;0.55;25.48;0.59;50.0;2.16;0.11;41.2;1.31;20.2;0;0;0;0;0;0;0.0;0;0.0;0.0;3.5;1.2999999999999998;9.9;18.14;4.52;3.0;2.14;206.31;51.76;0.07;0.62;0.83;0.86;0.48;1.34;0.7;1.86;0.86;1.21;1.21;-13.5;-0.35;38
Kike Barja;Osasuna;ESP;FW,MF;25;27;1312;1;1;6;1.2;3.9;0.07;0.07;0.41;0.08;0.26;La Liga;17;1.17;0.41;64.9;80.6;62.7;46.2;2.1;0.33;0.26;0.15;0.7;0.11;24.96;1.44;43.8;3.36;0.55;42.1;1.30;18.6;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.19999999999999996;11.7;18.04;6.44;3.56;1.11;186.41;44.59;0.13;1.04;0.48;0.93;0.67;1.3;0.69;2.41;0.67;0.56;0.3;-17.400000000000002;-0.61;38
Iker Benito;Osasuna;ESP;FW,MF;19;4;176;0;0;0;0.0;0.3;0.0;0.0;0.0;0.0;0.14;La Liga;0;0.00;0.00;73.8;82.8;42.9;80.0;-0.3;0.75;0.0;0.5;1.5;1.0;16.5;0.75;33.3;2.56;0.51;20.0;2.25;3.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;7.75;10.5;6.0;0.75;1.0;125.25;23.0;0.05;0.75;0.0;0.25;0.25;0.75;0.8;3.5;0.5;0.5;0.25;-3.2;-0.8;38
Darko Brašanac;Osasuna;SRB;MF;30;25;1041;1;1;1;1.2;0.7;0.09;0.09;0.09;0.1;0.06;La Liga;11;0.95;0.35;81.4;90.5;82.5;57.9;0.3;0.8;0.56;0.48;1.64;0.36;19.56;0.16;40.0;1.90;0.09;50.0;1.36;14.5;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.19999999999999996;12.24;15.04;6.48;4.72;0.44;184.8;48.6;0.02;0.28;1.6;0.28;0.08;1.96;0.58;2.0;0.64;0.56;0.6;-13.3;-0.48;38
Ante Budimir;Osasuna;CRO;FW;31;31;1798;8;8;0;7.7;0.7;0.4;0.4;0.0;0.38;0.03;La Liga;58;2.90;1.05;61.6;71.5;56.7;14.3;-0.7;0.29;0.32;0.16;0.77;0.61;18.16;0.52;47.1;1.70;0.05;48.3;1.48;22.0;0;0;0;0;0;0;0.0;0;0.0;0.0;2.62;0.2999999999999998;6.26;10.16;3.97;1.77;0.03;74.97;12.0;0.02;0.32;0.42;0.1;0.0;0.74;0.71;1.19;1.55;0.74;3.13;-14.3;-0.32999999999999996;38
Juan Cruz Armada;Osasuna;ESP;DF;30;27;2062;0;0;0;0.2;1.0;0.0;0.0;0.0;0.01;0.05;La Liga;2;0.09;0.00;75.7;88.6;78.6;46.7;-1.0;0.52;0.78;0.48;1.37;2.15;43.07;0.22;40.0;1.70;0.13;45.0;1.33;28.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;27.63;36.48;12.96;11.81;2.37;471.19;207.89;0.04;0.56;2.44;0.63;0.37;2.52;1.04;3.48;0.63;0.33;0.67;-27.900000000000002;-1.03;38
Abdessamad Ezzalzouli;Osasuna;MAR;FW,MF;20;28;1504;4;4;2;2.7;1.9;0.24;0.24;0.12;0.16;0.11;La Liga;40;2.39;0.96;66.5;82.8;65.2;47.1;0.1;0.68;0.71;0.14;1.18;0.21;29.04;2.11;50.4;3.47;0.24;15.0;1.43;19.5;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;1.2999999999999998;13.04;19.61;7.93;3.82;0.86;187.21;45.93;0.14;0.43;0.46;0.86;0.32;1.57;0.7;2.54;0.96;1.21;0.11;-16.8;-0.5399999999999999;38
Aitor Fernández;Osasuna;ESP;GK;31;21;1890;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;65.3;97.8;96.7;50.7;0.0;0.05;0.0;0.1;0.14;0.81;40.29;0.0;0;0.19;0.05;75.0;1.67;24.3;1;17.7;0.24;-0.3;19;0.90;75.3;38.1;3.67;4.05;0.0;0.0;24.67;37.76;2.1;9.76;12.81;900.95;764.9;0.0;0.0;1.57;0.0;0.0;0.05;1.16;1.29;0.0;0.0;0.14;-24.3;-1.16;38
David García;Osasuna;ESP;DF;28;32;2680;2;2;0;0.7;0.4;0.07;0.07;0.0;0.02;0.01;La Liga;15;0.50;0.10;80.9;88.6;87.6;57.9;-0.4;0.62;0.88;1.41;2.47;4.72;54.44;0.12;100.0;0.64;0.07;70.0;1.56;33.4;0;0;0;0;0;0;0.0;0;0.0;0.0;1.5;1.3;36.0;44.5;11.88;18.31;5.47;738.59;297.31;0.02;0.16;3.66;0.19;0.0;3.28;1.04;5.06;1.69;0.47;2.62;-32.699999999999996;-1.02;38
Rubén García;Osasuna;ESP;FW,MF;29;29;1159;2;2;2;1.8;2.0;0.16;0.16;0.16;0.14;0.15;La Liga;20;1.55;0.31;72.5;87.8;73.4;47.7;0.0;0.38;0.48;0.41;1.1;0.45;24.52;0.21;37.5;4.20;0.31;25.5;1.31;14.6;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.19999999999999996;14.17;19.55;7.69;4.0;1.83;237.76;62.41;0.08;0.86;0.79;0.45;0.1;1.38;0.5;2.45;0.48;0.59;0.41;-12.799999999999999;-0.36;38
Unai García;Osasuna;ESP;DF;30;21;1713;0;0;1;0.2;0.1;0.0;0.0;0.05;0.01;0.0;La Liga;5;0.26;0.11;79.5;88.9;87.3;54.2;0.9;0.62;1.1;0.9;2.0;2.86;45.57;0.24;62.5;0.32;0.05;56.7;1.62;18.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;30.38;38.24;8.05;17.38;4.57;657.52;235.43;0.01;0.14;2.1;0.14;0.1;2.43;0.9;4.29;1.05;0.19;1.81;-18.7;-0.89;38
Moi Gómez;Osasuna;ESP;MF,FW;28;33;2453;3;3;2;1.6;4.2;0.11;0.11;0.07;0.06;0.15;La Liga;19;0.70;0.33;84.3;93.5;89.4;65.0;-2.2;0.52;0.45;0.3;1.09;0.15;51.88;0.82;67.5;3.45;0.22;21.9;1.42;29.1;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;1.4;39.82;47.24;17.55;15.82;5.64;751.55;195.3;0.15;1.61;5.15;1.03;0.39;5.58;0.88;5.33;0.42;0.79;0.21;-27.5;-0.8200000000000001;38
Aridane Hernández;Osasuna;EQG;DF;33;23;1793;0;0;1;0.2;0.7;0.0;0.0;0.05;0.01;0.04;La Liga;5;0.25;0.05;84.5;91.5;88.8;65.6;0.3;0.65;1.48;1.22;2.13;4.17;47.0;0.26;85.7;0.60;0.10;66.7;1.17;27.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;32.39;38.35;10.78;16.96;4.57;658.78;214.83;0.02;0.13;1.83;0.09;0.0;2.04;1.19;4.65;0.61;0.52;1.3;-27.1;-1.18;38
Jorge Herrando;Osasuna;ESP;DF;21;1;25;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;60.0;33.3;100.0;0;0.0;0.0;1.0;0.0;0.0;3.0;9.0;0.0;0;0.00;0.00;100.0;0.00;0.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.0;5.0;1.0;2.0;0.0;45.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;1.0;0.0;3.0;-0.7;-0.7;38
Sergio Herrera;Osasuna;ESP;GK;29;17;1530;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;63.7;96.9;97.5;48.2;0.0;0.0;0.06;0.06;0.18;0.35;38.41;0.12;100.0;0.41;0.06;66.7;1.06;21.4;1;21.4;0.28;-0.6;23;1.35;69.0;17.6;4.18;3.09;0.0;0.0;22.88;35.94;1.82;9.29;11.76;828.94;697.76;0.0;0.06;1.65;0.0;0.0;0.0;1.26;0.71;0.06;0.24;0.12;-21.4;-1.26;38
